Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
#org+name+reporting,#org+reporting+type,#org+name+provider,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#x_transaction_direction,#value+total
United Nations Development Programme (UNDP),40,CITI FOUNDATION,,0,1,commitments,incoming,181485
United Nations Development Programme (UNDP),40,CITI FOUNDATION,,0,1,spending,incoming,100000
United Nations Development Programme (UNDP),40,COCA COLA COMPANY,,0,1,commitments,incoming,50000
United Nations Development Programme (UNDP),40,COCA COLA COMPANY,,0,1,spending,incoming,50000
United Nations Development Programme (UNDP),40,COCA COLA COMPANY,,1,1,commitments,incoming,168515
United Nations Development Programme (UNDP),40,COCA COLA COMPANY,,1,1,spending,incoming,148515
United Nations Development Programme (UNDP),40,COS-INSTITUTO MIXTO DE AYUDA S,,0,1,commitments,incoming,990000
United Nations Development Programme (UNDP),40,CPR-THE GOVERMENT OF KOREA,,1,1,commitments,incoming,2236191
United Nations Development Programme (UNDP),40,CPR-THE GOVERMENT OF KOREA,,1,1,spending,incoming,1188050
United Nations Development Programme (UNDP),40,"Canada Deparment of Foreign Affairs, Trade and Development",,1,1,commitments,incoming,331312
United Nations Development Programme (UNDP),40,Centre de recherches pour le développement international,,0,0,commitments,incoming,1
United Nations Development Programme (UNDP),40,Centre de recherches pour le développement international,,0,0,spending,incoming,419150
United Nations Development Programme (UNDP),40,Citigroup Inc.,,0,1,commitments,incoming,1906911
United Nations Development Programme (UNDP),40,Citigroup Inc.,,0,1,spending,incoming,1485149
United Nations Development Programme (UNDP),40,Comision Federal para la Proteccion contra Riesgos Sanitarios,,0,1,commitments,incoming,421816
United Nations Development Programme (UNDP),40,Comision Federal para la Proteccion contra Riesgos Sanitarios,,0,1,spending,incoming,400000
United Nations Development Programme (UNDP),40,Commercial International Bank (CIB),,0,1,commitments,incoming,33000
United Nations Development Programme (UNDP),40,Commitment,,0,0,commitments,incoming,1459525
United Nations Development Programme (UNDP),40,Commitment,,0,0,spending,incoming,1259524
United Nations Development Programme (UNDP),40,Commitment,,0,1,commitments,incoming,572093
United Nations Development Programme (UNDP),40,Commitment,,0,1,spending,incoming,519966
United Nations Development Programme (UNDP),40,Commitment,,1,1,commitments,incoming,860852
United Nations Development Programme (UNDP),40,Commitment,,1,1,spending,incoming,750000
United Nations Development Programme (UNDP),40,Conselho Nacional de Justica,,0,1,commitments,incoming,20484619
United Nations Development Programme (UNDP),40,Digital Good,,0,0,commitments,incoming,2
United Nations Development Programme (UNDP),40,Digital Good,,0,0,spending,incoming,4673
United Nations Development Programme (UNDP),40,Digital Good,,0,1,spending,incoming,3947
United Nations Development Programme (UNDP),40,Digital Good,,1,1,spending,incoming,2008
United Nations Development Programme (UNDP),40,ECU-ILUSTRE MUNICIPIO DE GUAYA,,0,0,commitments,incoming,50000
United Nations Development Programme (UNDP),40,ECU-ILUSTRE MUNICIPIO DE GUAYA,,0,0,spending,incoming,50000
United Nations Development Programme (UNDP),40,ECU-ILUSTRE MUNICIPIO DE GUAYA,,0,1,commitments,incoming,16137262
United Nations Development Programme (UNDP),40,ECU-ILUSTRE MUNICIPIO DE GUAYA,,0,1,spending,incoming,13828271
United Nations Development Programme (UNDP),40,ECU-MUNICIPIO DEL DISTRITO METROPOLITANO DE QUITO,,0,1,commitments,incoming,288585
United Nations Development Programme (UNDP),40,ECU-VARIOS DONANTES,,0,1,commitments,incoming,15070
United Nations Development Programme (UNDP),40,ELS-GOBIERNO DE EL SALVADOR,,0,1,commitments,incoming,2833285
United Nations Development Programme (UNDP),40,ELS-GOBIERNO DE EL SALVADOR,,0,1,spending,incoming,1669033
United Nations Development Programme (UNDP),40,ELS-GOBIERNO DE EL SALVADOR,,1,1,commitments,incoming,41318
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,0,0,commitments,incoming,11489853
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,0,0,spending,incoming,12043433
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,0,1,commitments,incoming,222830341
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,0,1,spending,incoming,188526439
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,1,1,commitments,incoming,2631715
United Nations Development Programme (UNDP),40,EUROPEAN COMMISSION,,1,1,spending,incoming,-389466
United Nations Development Programme (UNDP),40,Egypt - Ministry of State for Environmental Affairs,,0,1,commitments,incoming,4351420
United Nations Development Programme (UNDP),40,Egypt - Ministry of State for Environmental Affairs,,0,1,spending,incoming,2243287
United Nations Development Programme (UNDP),40,"Eli Lilly and Company Foundation, Inc.",,0,1,commitments,incoming,30000
United Nations Development Programme (UNDP),40,"Eli Lilly and Company Foundation, Inc.",,0,1,spending,incoming,30000
United Nations Development Programme (UNDP),40,"Empresa Eléctrica Provincial Galápagos, Ecuador",,0,1,commitments,incoming,1940
United Nations Development Programme (UNDP),40,"Empresa Eléctrica Provincial Galápagos, Ecuador",,0,1,spending,incoming,1868
United Nations Development Programme (UNDP),40,European Commission - Humanitarian Aid & Civil Protection,,0,1,commitments,incoming,129441
United Nations Development Programme (UNDP),40,European Commission - Humanitarian Aid & Civil Protection,,0,1,spending,incoming,1
United Nations Development Programme (UNDP),40,European Commission - Humanitarian Aid & Civil Protection,,1,1,commitments,incoming,47663
United Nations Development Programme (UNDP),40,FONS CATAL DE COOPERACIO AL DESENVOLUPAMENT,,1,1,commitments,incoming,4626
United Nations Development Programme (UNDP),40,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS,,0,1,commitments,incoming,44000
United Nations Development Programme (UNDP),40,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS,,0,1,spending,incoming,44000
United Nations Development Programme (UNDP),40,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS,,1,1,commitments,incoming,22400
United Nations Development Programme (UNDP),40,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS,,1,1,spending,incoming,5948
United Nations Development Programme (UNDP),40,FUNDACION POPULAR INC,,1,1,commitments,incoming,587797
United Nations Development Programme (UNDP),40,FUNDACION POPULAR INC,,1,1,spending,incoming,587130
United Nations Development Programme (UNDP),40,Foreign & Commonwealth Office,,0,1,commitments,incoming,1900055
United Nations Development Programme (UNDP),40,Foreign & Commonwealth Office,,0,1,spending,incoming,1096213
United Nations Development Programme (UNDP),40,Foreign & Commonwealth Office,,1,1,commitments,incoming,965252
United Nations Development Programme (UNDP),40,Foreign & Commonwealth Office,,1,1,spending,incoming,965251
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth & Development Office",,0,1,commitments,incoming,2962290
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth & Development Office",,0,1,spending,incoming,11038458
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth & Development Office",,1,1,commitments,incoming,1211308
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth and Development Office",,0,1,commitments,incoming,5682354
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth and Development Office",,0,1,spending,incoming,115381
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth and Development Office",,1,1,commitments,incoming,38145499
United Nations Development Programme (UNDP),40,"Foreign, Commonwealth and Development Office",,1,1,spending,incoming,6468277
United Nations Development Programme (UNDP),40,Forest Carbon Partnership Facility Trustee,,0,1,commitments,incoming,3124796
United Nations Development Programme (UNDP),40,Fundacion BBVA Bancomer,,0,1,commitments,incoming,1176000
United Nations Development Programme (UNDP),40,Fundacion BBVA Bancomer,,0,1,spending,incoming,1176000
United Nations Development Programme (UNDP),40,Fundacion Repsol,,0,1,commitments,incoming,150000
United Nations Development Programme (UNDP),40,Fundacion Repsol,,0,1,spending,incoming,150000
United Nations Development Programme (UNDP),40,Fundación de Beneficencia Colunga Chile,,0,1,commitments,incoming,30390
United Nations Development Programme (UNDP),40,Fundación de Beneficencia Colunga Chile,,0,1,spending,incoming,25978
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,0,0,commitments,incoming,2079953
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,0,0,spending,incoming,1754890
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,0,1,commitments,incoming,567891039
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,0,1,spending,incoming,519185475
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,1,1,commitments,incoming,2972458
United Nations Development Programme (UNDP),40,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS",,1,1,spending,incoming,1054085
United Nations Development Programme (UNDP),40,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI,,0,1,commitments,incoming,110
United Nations Development Programme (UNDP),40,GOBIERNO DEL ESTADO DE MORELOS,,0,0,commitments,incoming,4080
United Nations Development Programme (UNDP),40,GOBIERNO DEL ESTADO DE MORELOS,,0,1,commitments,incoming,149775
United Nations Development Programme (UNDP),40,GOBIERNO DEL ESTADO DE MORELOS,,0,1,spending,incoming,149775
United Nations Development Programme (UNDP),40,GOVERNMENT OF ALBANIA,,0,1,commitments,incoming,45312
United Nations Development Programme (UNDP),40,GOVERNMENT OF ALGERIA,,0,1,commitments,incoming,144921
United Nations Development Programme (UNDP),40,GOVERNMENT OF ALGERIA,,0,1,spending,incoming,183061
United Nations Development Programme (UNDP),40,"GOVERNMENT OF BELARUS, REPUBLIC OF",,0,1,commitments,incoming,14529273
United Nations Development Programme (UNDP),40,"GOVERNMENT OF BELARUS, REPUBLIC OF",,0,1,spending,incoming,14529273
United Nations Development Programme (UNDP),40,GOVERNMENT OF BELGIUM,,0,1,commitments,incoming,2000000
United Nations Development Programme (UNDP),40,GOVERNMENT OF BOSNIA AND HERZEGOVINA,,0,1,commitments,incoming,24802651
United Nations Development Programme (UNDP),40,GOVERNMENT OF BOSNIA AND HERZEGOVINA,,0,1,spending,incoming,22992130
United Nations Development Programme (UNDP),40,GOVERNMENT OF BOTSWANA,,0,0,commitments,incoming,102000
United Nations Development Programme (UNDP),40,GOVERNMENT OF BOTSWANA,,0,1,commitments,incoming,1025557
United Nations Development Programme (UNDP),40,GOVERNMENT OF BRAZIL,,0,1,commitments,incoming,9159
United Nations Development Programme (UNDP),40,GOVERNMENT OF CAMBODIA,,1,1,commitments,incoming,6942489
United Nations Development Programme (UNDP),40,GOVERNMENT OF CAMBODIA,,1,1,spending,incoming,6505562
United Nations Development Programme (UNDP),40,"GOVERNMENT OF CAMEROON, REPUBLIC OF",,0,0,commitments,incoming,1820714
United Nations Development Programme (UNDP),40,"GOVERNMENT OF CAMEROON, REPUBLIC OF",,0,0,spending,incoming,1820714
United Nations Development Programme (UNDP),40,"GOVERNMENT OF CAMEROON, REPUBLIC OF",,0,1,commitments,incoming,29683291
United Nations Development Programme (UNDP),40,"GOVERNMENT OF CAMEROON, REPUBLIC OF",,0,1,spending,incoming,20889645
United Nations Development Programme (UNDP),40,GOVERNMENT OF CANADA,,0,1,commitments,incoming,4984414
United Nations Development Programme (UNDP),40,GOVERNMENT OF CANADA,,1,1,commitments,incoming,16730
United Nations Development Programme (UNDP),40,GOVERNMENT OF CENTRAL AFRICAN REPUBLIC,,0,1,commitments,incoming,4183085
United Nations Development Programme (UNDP),40,GOVERNMENT OF CENTRAL AFRICAN REPUBLIC,,0,1,spending,incoming,3277134
United Nations Development Programme (UNDP),40,GOVERNMENT OF CHINA,,0,1,commitments,incoming,3557466
United Nations Development Programme (UNDP),40,GOVERNMENT OF CHINA,,0,1,spending,incoming,279916
United Nations Development Programme (UNDP),40,GOVERNMENT OF DENMARK,,0,1,commitments,incoming,3643928
United Nations Development Programme (UNDP),40,GOVERNMENT OF DENMARK,,0,1,spending,incoming,825218
United Nations Development Programme (UNDP),40,GOVERNMENT OF DENMARK,,1,1,commitments,incoming,2217429
United Nations Development Programme (UNDP),40,GOVERNMENT OF DOMINICAN REPUBLIC,,0,1,commitments,incoming,230067822
United Nations Development Programme (UNDP),40,GOVERNMENT OF DOMINICAN REPUBLIC,,0,1,spending,incoming,236627248
United Nations Development Programme (UNDP),40,"GOVERNMENT OF ESTONIA, REPUBLIC OF",,0,1,commitments,incoming,54289
United Nations Development Programme (UNDP),40,"GOVERNMENT OF ESTONIA, REPUBLIC OF",,0,1,spending,incoming,54289
United Nations Development Programme (UNDP),40,GOVERNMENT OF GAMBIA,,0,1,commitments,incoming,290309
United Nations Development Programme (UNDP),40,GOVERNMENT OF GAMBIA,,0,1,spending,incoming,290309
United Nations Development Programme (UNDP),40,GOVERNMENT OF GUINEA-BISSAU,,1,1,commitments,incoming,9547594
United Nations Development Programme (UNDP),40,GOVERNMENT OF GUINEA-BISSAU,,1,1,spending,incoming,6518521
United Nations Development Programme (UNDP),40,GOVERNMENT OF HONDURAS,,0,1,commitments,incoming,102415640
United Nations Development Programme (UNDP),40,GOVERNMENT OF HONDURAS,,0,1,spending,incoming,30338854
United Nations Development Programme (UNDP),40,GOVERNMENT OF INDIA,,0,0,commitments,incoming,1500000
United Nations Development Programme (UNDP),40,GOVERNMENT OF INDIA,,0,1,commitments,incoming,7423081
United Nations Development Programme (UNDP),40,GOVERNMENT OF ITALY,,0,1,commitments,incoming,1538471
United Nations Development Programme (UNDP),40,GOVERNMENT OF ITALY,,1,1,commitments,incoming,1521654
United Nations Development Programme (UNDP),40,GOVERNMENT OF ITALY,,1,1,spending,incoming,542888
United Nations Development Programme (UNDP),40,GOVERNMENT OF JAPAN,,0,0,commitments,incoming,2503567
United Nations Development Programme (UNDP),40,GOVERNMENT OF JAPAN,,0,1,commitments,incoming,75418725
United Nations Development Programme (UNDP),40,GOVERNMENT OF JAPAN,,1,1,commitments,incoming,32081236
United Nations Development Programme (UNDP),40,GOVERNMENT OF KAZAKHSTAN,,0,1,commitments,incoming,3000000
United Nations Development Programme (UNDP),40,GOVERNMENT OF KAZAKHSTAN,,0,1,spending,incoming,3000000
United Nations Development Programme (UNDP),40,GOVERNMENT OF KUWAIT,,0,1,commitments,incoming,35223
United Nations Development Programme (UNDP),40,GOVERNMENT OF LIBYAN ARAB JAMAHIRIYA,,1,1,commitments,incoming,6473208
United Nations Development Programme (UNDP),40,GOVERNMENT OF LUXEMBOURG,,1,1,commitments,incoming,217155
United Nations Development Programme (UNDP),40,GOVERNMENT OF MADAGASCAR,,1,1,commitments,incoming,4605481
United Nations Development Programme (UNDP),40,GOVERNMENT OF MADAGASCAR,,1,1,spending,incoming,4605481
United Nations Development Programme (UNDP),40,GOVERNMENT OF MALAYSIA,,0,1,commitments,incoming,508954
United Nations Development Programme (UNDP),40,GOVERNMENT OF MALAYSIA,,1,1,commitments,incoming,200000
